"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 28 10:18:51 GMT 2024","Thu Nov 28 10:19:00 GMT 2024","9215","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeId","User should not be able to create manually a build type with empty buildType id",""
"passed","Thu Nov 28 10:17:55 GMT 2024","Thu Nov 28 10:18:02 GMT 2024","6964","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithEmptyUrl","User should not be able to create a project with empty URL",""
"passed","Thu Nov 28 10:17:45 GMT 2024","Thu Nov 28 10:17:55 GMT 2024","10216","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManuallyWithoutProjectName","User should not be able to create a project manually with empty project name",""
"failed","Thu Nov 28 10:18:02 GMT 2024","Thu Nov 28 10:18:18 GMT 2024","15420","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithUrl","User should be able to create a project with URL",""
"failed","Thu Nov 28 10:19:01 GMT 2024","Thu Nov 28 10:19:08 GMT 2024","7936","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeName","User should not be able to create manually a build type with empty buildType name",""
"passed","Thu Nov 28 10:19:16 GMT 2024","Thu Nov 28 10:19:23 GMT 2024","7495","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidBuildTypeId","User should not be able to create manually a build type with invalid buildType id",""
"passed","Thu Nov 28 10:18:18 GMT 2024","Thu Nov 28 10:18:30 GMT 2024","11732","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create a project with empty name",""
"failed","Thu Nov 28 10:19:09 GMT 2024","Thu Nov 28 10:19:16 GMT 2024","7050","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyUrl","User should not be able to create a build type with empty Url",""
"passed","Thu Nov 28 10:18:42 GMT 2024","Thu Nov 28 10:18:51 GMT 2024","8851","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManually","User should be able to create a build type manually",""
"passed","Thu Nov 28 10:16:48 GMT 2024","Thu Nov 28 10:17:44 GMT 2024","55558","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManually","User should be able to create a project manually",""
"passed","Thu Nov 28 10:15:42 GMT 2024","Thu Nov 28 10:16:36 GMT 2024","53799","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Thu Nov 28 10:19:23 GMT 2024","Thu Nov 28 10:19:36 GMT 2024","12232","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithUrl","User should be able to create a build type with Url",""
"passed","Thu Nov 28 10:18:30 GMT 2024","Thu Nov 28 10:18:42 GMT 2024","11589","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeAutomaticallyByProjectCreationWithUrl","User should be able to create buildType by creating project with URL",""
