"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 28 10:07:32 GMT 2024","Thu Nov 28 10:07:40 GMT 2024","8236","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeId","User should not be able to create manually a build type with empty buildType id",""
"passed","Thu Nov 28 10:04:26 GMT 2024","Thu Nov 28 10:05:20 GMT 2024","53986","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Thu Nov 28 10:06:41 GMT 2024","Thu Nov 28 10:07:02 GMT 2024","20110","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithUrl","User should be able to create a project with URL",""
"passed","Thu Nov 28 10:07:48 GMT 2024","Thu Nov 28 10:07:56 GMT 2024","7524","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyUrl","User should not be able to create a build type with empty Url",""
"passed","Thu Nov 28 10:07:56 GMT 2024","Thu Nov 28 10:08:06 GMT 2024","9632","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidBuildTypeId","User should not be able to create manually a build type with invalid buildType id",""
"passed","Thu Nov 28 10:07:40 GMT 2024","Thu Nov 28 10:07:48 GMT 2024","7505","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeName","User should not be able to create manually a build type with empty buildType name",""
"passed","Thu Nov 28 10:07:23 GMT 2024","Thu Nov 28 10:07:32 GMT 2024","8440","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManually","User should be able to create a build type manually",""
"passed","Thu Nov 28 10:08:06 GMT 2024","Thu Nov 28 10:08:17 GMT 2024","11030","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithUrl","User should be able to create a build type with Url",""
"passed","Thu Nov 28 10:06:34 GMT 2024","Thu Nov 28 10:06:41 GMT 2024","7082","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithEmptyUrl","User should not be able to create a project with empty URL",""
"passed","Thu Nov 28 10:06:24 GMT 2024","Thu Nov 28 10:06:34 GMT 2024","10272","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManuallyWithoutProjectName","User should not be able to create a project manually with empty project name",""
"passed","Thu Nov 28 10:05:32 GMT 2024","Thu Nov 28 10:06:23 GMT 2024","50824","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManually","User should be able to create a project manually",""
"passed","Thu Nov 28 10:07:02 GMT 2024","Thu Nov 28 10:07:13 GMT 2024","11292","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create a project with empty name",""
"failed","Thu Nov 28 10:07:13 GMT 2024","Thu Nov 28 10:07:23 GMT 2024","9746","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeAutomaticallyByProjectCreationWithUrl","User should be able to create buildType by creating project with URL",""
