"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Nov 24 23:06:26 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","2209","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManually","User should be able to create a project manually",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","35","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidBuildTypeId","User should not be able to create manually a build type with invalid buildType id",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","54","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeAutomaticallyByProjectCreationWithUrl","User should be able to create buildType by creating project with URL",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","69","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManuallyWithoutProjectName","User should not be able to create a project manually with empty project name",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","41","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithUrl","User should be able to create a build type with Url",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","42","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithEmptyUrl","User should not be able to create a project with empty URL",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","43","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithUrl","User should be able to create a project with URL",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","43","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeId","User should not be able to create manually a build type with empty buildType id",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","38","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManually","User should be able to create a build type manually",""
"broken","Sun Nov 24 23:06:21 GMT 2024","Sun Nov 24 23:06:21 GMT 2024","101","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","34","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeName","User should not be able to create manually a build type with empty buildType name",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","37","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create a project with empty name",""
"failed","Sun Nov 24 23:06:29 GMT 2024","Sun Nov 24 23:06:29 GMT 2024","32","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyUrl","User should not be able to create a build type with empty Url",""
