"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 29 00:09:31 GMT 2024","Fri Nov 29 00:09:38 GMT 2024","6807","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeAutomaticallyByProjectCreationWithUrl","User should be able to create buildType by creating project with URL",""
"passed","Fri Nov 29 00:08:57 GMT 2024","Fri Nov 29 00:09:04 GMT 2024","7128","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithEmptyUrl","User should not be able to create a project with empty URL",""
"passed","Fri Nov 29 00:09:38 GMT 2024","Fri Nov 29 00:09:54 GMT 2024","16381","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManually","User should be able to create a build type manually",""
"passed","Fri Nov 29 00:08:39 GMT 2024","Fri Nov 29 00:08:56 GMT 2024","17556","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManuallyWithoutProjectName","User should not be able to create a project manually with empty project name",""
"passed","Fri Nov 29 00:10:41 GMT 2024","Fri Nov 29 00:10:55 GMT 2024","14184","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidBuildTypeId","User should not be able to create manually a build type with invalid buildType id",""
"passed","Fri Nov 29 00:10:56 GMT 2024","Fri Nov 29 00:11:12 GMT 2024","16850","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithUrl","User should be able to create a build type with Url",""
"passed","Fri Nov 29 00:10:10 GMT 2024","Fri Nov 29 00:10:26 GMT 2024","15330","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeName","User should not be able to create manually a build type with empty buildType name",""
"passed","Fri Nov 29 00:09:55 GMT 2024","Fri Nov 29 00:10:10 GMT 2024","15542","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeId","User should not be able to create manually a build type with empty buildType id",""
"passed","Fri Nov 29 00:07:39 GMT 2024","Fri Nov 29 00:08:38 GMT 2024","59009","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManually","User should be able to create a project manually",""
"passed","Fri Nov 29 00:06:36 GMT 2024","Fri Nov 29 00:07:27 GMT 2024","50906","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"failed","Fri Nov 29 00:09:04 GMT 2024","Fri Nov 29 00:09:21 GMT 2024","16789","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithUrl","User should be able to create a project with URL",""
"passed","Fri Nov 29 00:09:21 GMT 2024","Fri Nov 29 00:09:31 GMT 2024","9649","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create a project with empty name",""
"passed","Fri Nov 29 00:10:26 GMT 2024","Fri Nov 29 00:10:41 GMT 2024","15093","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyUrl","User should not be able to create a build type with empty Url",""
