"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Nov 25 16:02:45 GMT 2024","Mon Nov 25 16:05:01 GMT 2024","135162","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeId","User should not be able to create manually a build type with empty buildType id",""
"broken","Mon Nov 25 15:56:00 GMT 2024","Mon Nov 25 15:58:15 GMT 2024","135160","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create a project with empty name",""
"broken","Mon Nov 25 15:53:45 GMT 2024","Mon Nov 25 15:56:00 GMT 2024","135160","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithUrl","User should be able to create a project with URL",""
"broken","Mon Nov 25 15:58:15 GMT 2024","Mon Nov 25 16:00:30 GMT 2024","135158","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeAutomaticallyByProjectCreationWithUrl","User should be able to create buildType by creating project with URL",""
"broken","Mon Nov 25 16:05:01 GMT 2024","Mon Nov 25 16:07:16 GMT 2024","135162","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeName","User should not be able to create manually a build type with empty buildType name",""
"broken","Mon Nov 25 15:51:30 GMT 2024","Mon Nov 25 15:53:45 GMT 2024","135160","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithEmptyUrl","User should not be able to create a project with empty URL",""
"broken","Mon Nov 25 16:00:30 GMT 2024","Mon Nov 25 16:02:45 GMT 2024","135162","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManually","User should be able to create a build type manually",""
"broken","Mon Nov 25 16:09:31 GMT 2024","Mon Nov 25 16:11:46 GMT 2024","135164","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidBuildTypeId","User should not be able to create manually a build type with invalid buildType id",""
"broken","Mon Nov 25 15:46:59 GMT 2024","Mon Nov 25 15:49:14 GMT 2024","135243","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManually","User should be able to create a project manually",""
"broken","Mon Nov 25 15:49:14 GMT 2024","Mon Nov 25 15:51:30 GMT 2024","135070","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManuallyWithoutProjectName","User should not be able to create a project manually with empty project name",""
"broken","Mon Nov 25 15:46:21 GMT 2024","Mon Nov 25 15:46:54 GMT 2024","32174","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"broken","Mon Nov 25 16:11:46 GMT 2024","Mon Nov 25 16:14:01 GMT 2024","135163","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithUrl","User should be able to create a build type with Url",""
"broken","Mon Nov 25 16:07:16 GMT 2024","Mon Nov 25 16:09:31 GMT 2024","135163","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyUrl","User should not be able to create a build type with empty Url",""
