"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 25 22:46:38 GMT 2024","Mon Nov 25 22:46:47 GMT 2024","8772","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyUrl","User should not be able to create a build type with empty Url",""
"failed","Mon Nov 25 22:46:55 GMT 2024","Mon Nov 25 22:47:04 GMT 2024","8694","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithUrl","User should be able to create a build type with Url",""
"failed","Mon Nov 25 22:45:14 GMT 2024","Mon Nov 25 22:45:26 GMT 2024","12446","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManuallyWithoutProjectName","User should not be able to create a project manually with empty project name",""
"passed","Mon Nov 25 22:46:02 GMT 2024","Mon Nov 25 22:46:13 GMT 2024","11369","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeAutomaticallyByProjectCreationWithUrl","User should be able to create buildType by creating project with URL",""
"passed","Mon Nov 25 22:45:50 GMT 2024","Mon Nov 25 22:46:02 GMT 2024","11192","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create a project with empty name",""
"failed","Mon Nov 25 22:46:14 GMT 2024","Mon Nov 25 22:46:22 GMT 2024","8439","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManually","User should be able to create a build type manually",""
"failed","Mon Nov 25 22:46:47 GMT 2024","Mon Nov 25 22:46:55 GMT 2024","7746","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidBuildTypeId","User should not be able to create manually a build type with invalid buildType id",""
"passed","Mon Nov 25 22:43:21 GMT 2024","Mon Nov 25 22:44:14 GMT 2024","53330","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"failed","Mon Nov 25 22:46:30 GMT 2024","Mon Nov 25 22:46:38 GMT 2024","7583","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeName","User should not be able to create manually a build type with empty buildType name",""
"passed","Mon Nov 25 22:45:27 GMT 2024","Mon Nov 25 22:45:33 GMT 2024","6486","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithEmptyUrl","User should not be able to create a project with empty URL",""
"failed","Mon Nov 25 22:45:33 GMT 2024","Mon Nov 25 22:45:50 GMT 2024","16788","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithUrl","User should be able to create a project with URL",""
"failed","Mon Nov 25 22:44:27 GMT 2024","Mon Nov 25 22:45:13 GMT 2024","46189","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManually","User should be able to create a project manually",""
"failed","Mon Nov 25 22:46:22 GMT 2024","Mon Nov 25 22:46:30 GMT 2024","8007","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeId","User should not be able to create manually a build type with empty buildType id",""
