"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 28 23:04:07 GMT 2024","Thu Nov 28 23:04:16 GMT 2024","9655","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithUrl","User should be able to create a project with URL",""
"failed","Thu Nov 28 23:05:31 GMT 2024","Thu Nov 28 23:05:44 GMT 2024","12987","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidBuildTypeId","User should not be able to create manually a build type with invalid buildType id",""
"failed","Thu Nov 28 23:04:54 GMT 2024","Thu Nov 28 23:05:06 GMT 2024","12379","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeId","User should not be able to create manually a build type with empty buildType id",""
"failed","Thu Nov 28 23:05:18 GMT 2024","Thu Nov 28 23:05:31 GMT 2024","12434","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyUrl","User should not be able to create a build type with empty Url",""
"passed","Thu Nov 28 23:01:50 GMT 2024","Thu Nov 28 23:02:44 GMT 2024","54173","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Thu Nov 28 23:04:00 GMT 2024","Thu Nov 28 23:04:06 GMT 2024","6717","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithEmptyUrl","User should not be able to create a project with empty URL",""
"failed","Thu Nov 28 23:03:44 GMT 2024","Thu Nov 28 23:03:59 GMT 2024","15535","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManuallyWithoutProjectName","User should not be able to create a project manually with empty project name",""
"passed","Thu Nov 28 23:04:28 GMT 2024","Thu Nov 28 23:04:41 GMT 2024","12223","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeAutomaticallyByProjectCreationWithUrl","User should be able to create buildType by creating project with URL",""
"failed","Thu Nov 28 23:04:41 GMT 2024","Thu Nov 28 23:04:54 GMT 2024","12745","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManually","User should be able to create a build type manually",""
"failed","Thu Nov 28 23:05:06 GMT 2024","Thu Nov 28 23:05:18 GMT 2024","11824","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeName","User should not be able to create manually a build type with empty buildType name",""
"failed","Thu Nov 28 23:05:44 GMT 2024","Thu Nov 28 23:05:56 GMT 2024","12131","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithUrl","User should be able to create a build type with Url",""
"failed","Thu Nov 28 23:02:57 GMT 2024","Thu Nov 28 23:03:43 GMT 2024","46656","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManually","User should be able to create a project manually",""
"failed","Thu Nov 28 23:04:17 GMT 2024","Thu Nov 28 23:04:28 GMT 2024","11392","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create a project with empty name",""
