"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Nov 19 19:48:03 GMT 2024","Tue Nov 19 19:50:18 GMT 2024","135163","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithInvalidBuildTypeId","User should not be able to create manually a build type with invalid buildType id",""
"broken","Tue Nov 19 19:43:32 GMT 2024","Tue Nov 19 19:45:48 GMT 2024","135158","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeName","User should not be able to create manually a build type with empty buildType name",""
"broken","Tue Nov 19 19:41:17 GMT 2024","Tue Nov 19 19:43:32 GMT 2024","135167","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyBuildTypeId","User should not be able to create manually a build type with empty buildType id",""
"broken","Tue Nov 19 19:39:02 GMT 2024","Tue Nov 19 19:41:17 GMT 2024","135162","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeManually","User should be able to create a build type manually",""
"broken","Tue Nov 19 19:25:31 GMT 2024","Tue Nov 19 19:27:46 GMT 2024","135204","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManually","User should be able to create a project manually",""
"broken","Tue Nov 19 19:45:48 GMT 2024","Tue Nov 19 19:48:03 GMT 2024","135164","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithEmptyUrl","User should not be able to create a build type with empty Url",""
"broken","Tue Nov 19 19:30:01 GMT 2024","Tue Nov 19 19:32:17 GMT 2024","135160","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithEmptyUrl","User should not be able to create a project with empty URL",""
"broken","Tue Nov 19 19:32:17 GMT 2024","Tue Nov 19 19:34:32 GMT 2024","135163","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithUrl","User should be able to create a project with URL",""
"broken","Tue Nov 19 19:50:18 GMT 2024","Tue Nov 19 19:52:33 GMT 2024","135164","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeWithUrl","User should be able to create a build type with Url",""
"broken","Tue Nov 19 19:24:53 GMT 2024","Tue Nov 19 19:25:25 GMT 2024","32268","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"broken","Tue Nov 19 19:34:32 GMT 2024","Tue Nov 19 19:36:47 GMT 2024","135162","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectWithoutName","User should not be able to create a project with empty name",""
"broken","Tue Nov 19 19:36:47 GMT 2024","Tue Nov 19 19:39:02 GMT 2024","135159","Surefire suite","Surefire test","com.example.teamcity.ui.CreateBuildTypeTest","com.example.teamcity.ui.CreateBuildTypeTest","userCreatesBuildTypeAutomaticallyByProjectCreationWithUrl","User should be able to create buildType by creating project with URL",""
"broken","Tue Nov 19 19:27:46 GMT 2024","Tue Nov 19 19:30:01 GMT 2024","135076","Surefire suite","Surefire test","com.example.teamcity.ui.CreateProjectTest","com.example.teamcity.ui.CreateProjectTest","userCreatesProjectManuallyWithoutProjectName","User should not be able to create a project manually with empty project name",""
